1477949990.421823,14
1477949990.572218,13
1477949990.724192,13
1477949990.880860,14
1477949991.033827,14
1477949991.179820,14
1477949991.355931,14
1477949991.515225,16
1477949991.653175,16
1477949991.759272,17
1477949991.865783,17
1477949991.977874,17
1477949992.103942,16
1477949992.210086,15
1477949992.319924,13
1477949992.432151,13
1477949992.542147,14
1477949992.690890,13
1477949992.815067,13
1477949992.923520,13
1477949993.029738,13
1477949993.155241,13
1477949993.259842,16
1477949993.364636,17
1477949993.469009,16
1477949993.577594,15
1477949993.683815,17
1477949993.792782,16
1477949993.909909,16
1477949994.014372,16
1477949994.124420,15
1477949994.228916,15
1477949994.333944,16
1477949994.438472,15
1477949994.556201,16
1477949994.663050,15
1477949994.768241,16
1477949994.883539,15
1477949994.987956,16
1477949995.105226,16
1477949995.215008,16
1477949995.319598,16
1477949995.424307,16
1477949995.528893,17
1477949995.633117,16
1477949995.738390,16
1477949995.843068,17
1477949995.949155,16
1477949996.055839,16
1477949996.166708,15
1477949996.272503,17
1477949996.377209,16
1477949996.481652,16
1477949996.586076,16
1477949996.690337,17
1477949996.795047,16
1477949996.913641,17
1477949997.031074,16
1477949997.135614,16
1477949997.239973,16
1477949997.344279,16
1477949997.448835,17
1477949997.554902,16
1477949997.663304,17
1477949997.773762,17
1477949997.879296,16
1477949997.983537,16
1477949998.095866,16
1477949998.200802,17
1477949998.305558,16
1477949998.410466,16
1477949998.525367,16
1477949998.634749,16
1477949998.748638,16
1477949998.853745,16
1477949998.958128,16
1477949999.062578,17
1477949999.167008,16
1477949999.282872,17
1477949999.390570,16
1477949999.495172,16
1477949999.599827,17
1477949999.705349,17
1477949999.809669,16
1477949999.914020,16
1477950000.018524,16
1477950000.135107,16
1477950000.245271,16
1477950000.349818,16
1477950000.455564,16
1477950000.561469,16
1477950000.666098,16
1477950000.771315,17
1477950000.876201,16
1477950000.984677,17
1477950001.095252,17
1477950001.201783,16
1477950001.306197,16
1477950001.410818,17
1477950001.515801,16
1477950001.621675,16
1477950001.726891,17
1477950001.844823,16
1477950001.954079,16
1477950002.076098,16
1477950002.183468,16
1477950002.301253,17
1477950002.424856,16
1477950002.534968,16
1477950002.640131,16
1477950002.755503,16
1477950002.865366,16
1477950002.976508,16
1477950003.081856,15
1477950003.186100,15
1477950003.290425,15
1477950003.395318,16
1477950003.528205,15
1477950003.651788,15
1477950003.759046,15
1477950003.887202,15
1477950004.024315,15
1477950004.156073,16
1477950004.265828,17
1477950004.396964,16
1477950004.523059,16
1477950004.630296,16
1477950004.738443,16
1477950004.847527,16
1477950004.954057,17
1477950005.058463,16
1477950005.162407,16
1477950005.266929,16
1477950005.371086,16
1477950005.475475,17
1477950005.580411,16
1477950005.684783,16
1477950005.788890,16
1477950005.900548,16
1477950006.026653,16
1477950006.136882,16
1477950006.244054,16
1477950006.358055,16
1477950006.476560,16
1477950006.587492,16
1477950006.692395,16
1477950006.800057,16
1477950006.914950,16
1477950007.039743,15
1477950007.157693,16
1477950007.262695,17
1477950007.371525,16
1477950007.483131,16
1477950007.587811,17
1477950007.692713,16
1477950007.797418,16
1477950007.914125,17
1477950008.025364,16
1477950008.147354,16
1477950008.263400,16
1477950008.368000,16
1477950008.472363,17
1477950008.577427,16
1477950008.688808,16
1477950008.797967,17
1477950008.902546,16
1477950009.007032,16
1477950009.113588,17
1477950009.218342,16
1477950009.322778,16
1477950009.430315,17
1477950009.539576,16
1477950009.646408,16
1477950009.755088,16
1477950009.859702,16
1477950009.965624,16
1477950010.070279,17
1477950010.174911,16
1477950010.279536,16
1477950010.384031,16
1477950010.493228,16
1477950010.602914,16
1477950010.707752,16
1477950010.812480,16
1477950010.916854,16
1477950011.021733,15
1477950011.126189,16
1477950011.232578,17
1477950011.339316,16
1477950011.456287,16
1477950011.562588,16
1477950011.667245,17
1477950011.772702,16
1477950011.877836,16
1477950011.985982,16
1477950012.091146,16
1477950012.195858,17
1477950012.306056,16
1477950012.415526,16
1477950012.519917,17
1477950012.625248,16
1477950012.742427,17
1477950012.847080,15
1477950012.957036,17
1477950013.067705,17
1477950013.172198,16
1477950013.277046,16
1477950013.385625,16
1477950013.490430,16
1477950013.595185,17
1477950013.701066,16
1477950013.812153,16
1477950013.935038,17
1477950014.039504,17
1477950014.145551,16
1477950014.250133,16
1477950014.354674,16
1477950014.463079,15
1477950014.573879,15
1477950014.679594,17
1477950014.783966,16
1477950014.889248,16
1477950014.993722,16
1477950015.100606,16
1477950015.207775,16
1477950015.318910,15
1477950015.431456,16
1477950015.536212,16
1477950015.641004,16
1477950015.745345,16
1477950015.850219,17
1477950015.955067,16
1477950016.061414,16
1477950016.176864,16
1477950016.286830,17
1477950016.392003,16
1477950016.496576,17
1477950016.601086,17
1477950016.707487,17
1477950016.829641,16
1477950016.940264,17
1477950017.044940,17
1477950017.149284,16
1477950017.254123,16
1477950017.358387,17
1477950017.462764,17
1477950017.579538,17
1477950017.690176,16
1477950017.794196,17
1477950017.898558,17
1477950018.003643,16
1477950018.108030,16
1477950018.212800,17
1477950018.317304,17
1477950018.421669,16
1477950018.526090,16
1477950018.631958,17
1477950018.742800,17
1477950018.849707,16
1477950018.963542,16
1477950019.068061,17
1477950019.172701,16
1477950019.277461,16
1477950019.382376,17
1477950019.491026,16
1477950019.601817,16
1477950019.716948,17
1477950019.824038,17
1477950019.928857,17
1477950020.035212,16
1477950020.141258,16
1477950020.249208,16
1477950020.371161,16
1477950020.475690,17
1477950020.582587,16
1477950020.687412,17
1477950020.797965,16
1477950020.909501,17
1477950021.020079,17
1477950021.124767,16
1477950021.229307,16
1477950021.335170,17
1477950021.439848,17
1477950021.544582,16
1477950021.649004,16
